vertex,score
0,0.0016144528484548883
1,8.54490634327485E-4
2,1.5000000000000001E-4
3,0.0011961116676727959
4,0.001626068075680975
5,5.28088033173008E-4
6,4.6966124737406336E-4
7,7.900746978558804E-4
8,0.0023105754237521437
9,0.0013780759263665046
10,9.8139728055798E-4
11,5.914369980218766E-4
12,0.0014656908928965076
13,5.661319501724944E-4
14,0.001925031194467204
15,0.0012473518952710273
16,8.79458819327622E-4
17,0.0013804151827434572
18,5.776393055239461E-4
19,8.995554788423753E-4
20,9.581660123859417E-4
21,0.001749747219581151
22,0.0014946088597283084
23,7.629492864503677E-4
24,5.488677221318528E-4
25,0.0010813024661391706
26,6.546222584126094E-4
27,0.0015055411614035828
28,8.070158527741639E-4
29,6.165240164630984E-4
30,0.0015787085500509196
31,0.001778947361967477
32,3.824470372986886E-4
33,0.0012049959760675525
34,3.114014210247538E-4
35,0.001712677024001478
36,3.202057333192758E-4
37,0.0013105381182007768
38,6.714876980304487E-4
39,1.5000000000000001E-4
40,4.900416845484035E-4
41,0.0010408034150496963
42,9.020866060386512E-4
43,6.928405338392002E-4
44,7.201750862447742E-4
45,0.0010084482090949127
46,8.74484261818712E-4
47,7.249054379902325E-4
48,3.9754734922778904E-4
49,9.346042359989067E-4
50,7.180151386618662E-4
51,6.442102000429716E-4
52,0.001042041125629367
53,4.6972789664217844E-4
54,5.010812118834112E-4
55,7.876319755725134E-4
56,0.001122646973513251
57,0.0013932392291890374
58,6.228833791784989E-4
59,8.130228814148202E-4
60,0.0013680939622562778
61,7.936077342281212E-4
62,8.842943394727536E-4
63,7.747933086930525E-4
64,0.0020158332175641775
65,0.0030071316822652292
66,9.734567078056402E-4
67,0.0022569003899941572
68,4.800107393914074E-4
69,0.0014031201552093925
70,0.0015162522161965768
71,6.166847933238731E-4
72,8.422962704992967E-4
73,4.4336171604494743E-4
74,0.0011952314587310208
75,0.0015383601415814572
76,2.9531188764678705E-4
77,0.0013676412950207185
78,5.128562284008643E-4
79,0.0012550292961524255
80,0.0013057988370825616
81,7.873322148382452E-4
82,0.001522279088107055
83,9.057256936262924E-4
84,4.919827903279955E-4
85,0.0013072453615684816
86,3.7855045667964675E-4
87,0.0010992275170369
88,2.909528026608689E-4
89,0.0011029718499012966
90,8.817547339273276E-4
91,0.001465466409224471
92,6.240297768510203E-4
93,0.0012000784180067048
94,8.398334628490087E-4
95,0.0021064389377644568
96,6.806095437196792E-4
97,7.269119663377059E-4
98,6.772545891428626E-4
99,8.255654642902753E-4
100,6.205337171386747E-4
101,4.964208737228528E-4
102,6.053290798194908E-4
103,7.06135165622234E-4
104,0.002020174325605806
105,9.345620666075374E-4
106,7.266862730713023E-4
107,0.0012683826057316614
108,8.042387226137953E-4
109,0.0010238272290197708
110,5.759581777456055E-4
111,0.0010905067639216492
112,6.182705372798825E-4
113,9.503569319277263E-4
114,0.001113476164888363
115,4.1602011152975957E-4
116,7.132714553917864E-4
117,9.064761880402166E-4
118,0.0012771053543602997
119,9.688552461294553E-4
120,4.5176416646229746E-4
121,0.0013537629238247304
122,6.659911325328221E-4
123,0.001270422571600457
124,3.877760357467163E-4
125,5.988329874413803E-4
126,0.0010832988208970779
127,0.0012535075773204125
128,7.056449320409769E-4
129,7.390989062486138E-4
130,0.001026149468470829
131,7.637776055297245E-4
132,9.577881360867125E-4
133,4.38192978985003E-4
134,4.022484649946035E-4
135,6.851509642782121E-4
136,6.179069029907759E-4
137,0.0015970613568430647
138,8.017685456349614E-4
139,0.001063783875565311
140,8.902909405950575E-4
141,7.690017288612587E-4
142,4.757270421486242E-4
143,7.385872188054057E-4
144,0.0016477899135022935
145,0.0013058966702471577
146,7.142191741931786E-4
147,0.0013924018075408262
148,7.264840402609914E-4
149,8.123736106422477E-4
150,9.066669623765324E-4
151,0.0035284070747455903
152,7.627542280359471E-4
153,6.487079103003513E-4
154,0.0011581025982493349
155,7.863164916224868E-4
156,0.0014963397746167386
157,7.741510450399889E-4
158,0.0019611256293497136
159,0.0011267775539873359
160,7.422352366801225E-4
161,9.274077760068702E-4
162,0.0011559070639380374
163,8.404666920336174E-4
164,9.056857627095476E-4
165,6.358914508644674E-4
166,5.160219895621403E-4
167,2.6047140619468734E-4
168,7.825565218828644E-4
169,7.159109506486091E-4
170,3.658094658250936E-4
171,8.73165666742215E-4
172,0.0014137173371628713
173,4.0207198009895316E-4
174,0.00142957559845554
175,9.415931740723E-4
176,0.0011351237962423594
177,0.0014798316060112237
178,9.382917564787768E-4
179,0.0010087128707346616
180,8.264140984345727E-4
181,5.31126074747434E-4
182,6.354390551948504E-4
183,9.485503230267357E-4
184,8.900722027453557E-4
185,7.88928372473393E-4
186,6.158865083560971E-4
187,6.674861751230904E-4
188,0.0014612980537178685
189,9.74135133992778E-4
190,6.796228063030366E-4
191,5.302207798006794E-4
192,5.293323556575502E-4
193,7.333101484908774E-4
194,0.0016557437155057294
195,6.304222602813342E-4
196,8.936416439673687E-4
197,0.0011026734508616295
198,6.851080130193511E-4
199,0.0010966698211088246
200,8.580751562563782E-4
201,9.193103362827262E-4
202,0.0010090608543436934
203,0.0016553910357376216
204,4.1410604346629276E-4
205,0.0013116918695358073
206,8.009698829019032E-4
207,9.155147754785124E-4
208,5.201051320916199E-4
209,5.573028958732996E-4
210,6.933764100632421E-4
211,0.0019612199340592116
212,6.492329672854579E-4
213,7.383036432533825E-4
214,4.688133629189975E-4
215,0.0010573413505293428
216,9.46951023735116E-4
217,0.0011168278884022454
218,7.010798379293732E-4
219,0.0012879073300756843
220,7.616346091742383E-4
221,7.818558769733533E-4
222,4.958685579051936E-4
223,0.0012352832658004843
224,8.591933604879511E-4
225,0.0010878255772372245
226,7.868367301550884E-4
227,0.0011633749074178902
228,6.311526438852427E-4
229,5.784471634897085E-4
230,9.661874234188715E-4
231,2.046311210125847E-4
232,8.753403584824209E-4
233,4.3160609331892227E-4
234,1.5000000000000001E-4
235,0.0018389075999161943
236,5.916891066539898E-4
237,6.113742548053028E-4
238,0.0016420014000721901
239,6.709625812185431E-4
240,4.362417800811668E-4
241,0.0012688249209630528
242,5.780792372707203E-4
243,0.0017239561992251407
244,0.001388952117989461
245,0.0012790312746967462
246,9.480184961827566E-4
247,9.734221067879168E-4
248,5.22341046316032E-4
249,0.0015113461207267246
250,7.069520918538115E-4
251,0.0014552297746969114
252,0.001224816693774058
253,6.521371931821185E-4
254,0.0011682873754201356
255,7.110906076318999E-4
256,0.0015092652544144189
257,9.154056036888473E-4
258,0.00115223361982073
259,5.877985875016086E-4
260,9.240926724873289E-4
261,0.0010024930521210379
262,0.0019075693985404387
263,3.4804664531948217E-4
264,6.436064348022953E-4
265,0.0015942703295641436
266,0.00118380820761063
267,6.897463633761954E-4
268,0.0015377463054099777
269,1.5000000000000001E-4
270,0.001352582330716136
271,0.0031047916657101883
272,5.570298498305003E-4
273,0.001082282456565908
274,4.925430077445289E-4
275,5.305119433529947E-4
276,6.873661546648137E-4
277,8.122120643086679E-4
278,5.873888995244235E-4
279,0.0017138802208240204
280,9.099328991043242E-4
281,6.79011549604733E-4
282,8.49740110104716E-4
283,0.0010962846619338442
284,9.696146864682426E-4
285,0.0011379789063669455
286,0.0010213765084202237
287,5.123552848079536E-4
288,4.4428555901503483E-4
289,9.004997242795516E-4
290,0.0013167216553755683
291,5.447449422310867E-4
292,4.90774032142579E-4
293,5.646307107684838E-4
294,4.91270484939313E-4
295,6.134955302229432E-4
296,7.866561027860975E-4
297,5.6483268759642E-4
298,0.00140663412873876
299,7.250940263041224E-4
300,7.644169318093151E-4
301,8.952226738225469E-4
302,8.897753902644134E-4
303,0.0012069677547756025
304,0.0012676915436959585
305,0.0015095360435789936
306,4.687437448722249E-4
307,6.948807481989325E-4
308,3.178806758813241E-4
309,4.4971205875417536E-4
310,0.0013213294563177529
311,5.942699978862378E-4
312,0.0013890017185062354
313,9.194831670497865E-4
314,2.5785982462858816E-4
315,6.625011576167003E-4
316,0.0016815555094009478
317,7.869370193936162E-4
318,0.001280623738460131
319,9.61652734955356E-4
320,0.0016406968972177507
321,4.602263003657841E-4
322,9.826027412870343E-4
323,9.362157896695407E-4
324,0.001392722330649291
325,0.0012290165063686487
326,5.463940199224959E-4
327,5.859414515290765E-4
328,7.375747642189771E-4
329,6.390845261047995E-4
330,0.0011380335262337691
331,4.982777583137815E-4
332,9.380967924866065E-4
333,7.76385920282271E-4
334,1.5000000000000001E-4
335,2.6634375232481133E-4
336,9.559863461923875E-4
337,0.001096235606856808
338,0.0010943258180939137
339,7.657778488115745E-4
340,0.0011356709031383444
341,0.0012176145292642731
342,0.0015049296526554966
343,5.950206224414742E-4
344,7.201913967867402E-4
345,5.984624676319246E-4
346,0.0014427123129080093
347,0.0012879205057249885
348,3.570584256913393E-4
349,6.584640821039827E-4
350,8.050541520441455E-4
351,8.99033976287156E-4
352,0.0017750833314536607
353,2.8148618226109723E-4
354,7.553258197115635E-4
355,8.665185744440709E-4
356,5.097890958928171E-4
357,8.953343319733289E-4
358,7.88377870882479E-4
359,0.0010781672743238762
360,9.495178456283935E-4
361,0.0017825475425068105
362,0.0022580763150847655
363,6.429595528501295E-4
364,6.96293966896988E-4
365,0.0010042495787975208
366,4.634916024532995E-4
367,4.2690264845112575E-4
368,8.946447293509336E-4
369,0.001897243247044527
370,7.876120347024844E-4
371,0.0015437036338513674
372,0.0014126893751284634
373,8.483180504648186E-4
374,6.752851862860496E-4
375,6.990308852982436E-4
376,0.0010106749863002147
377,4.829247149873455E-4
378,7.730074454237895E-4
379,0.0010116598993173403
380,4.396817055563706E-4
381,0.0016557248532712348
382,8.895691244937602E-4
383,6.363212146409855E-4
384,0.0010166760687040164
385,7.866964702142006E-4
386,0.0012667206946730292
387,8.332298044840568E-4
388,9.5414964061926E-4
389,5.513915208492505E-4
390,0.0011725607170981738
391,0.0016111993010781106
392,0.0012062118636693047
393,0.001074727378032575
394,0.0012666360279439016
395,0.001629202659435499
396,5.551984725820916E-4
397,0.0011235499701519125
398,0.0015468962613265473
399,9.311839899382936E-4
400,8.450704564145759E-4
401,1.9963488553463633E-4
402,0.002213120660160389
403,9.140746344408093E-4
404,3.8503696735968504E-4
405,8.937620100681184E-4
406,0.0015277923551402573
407,0.001341064251302444
408,0.0011788495306500162
409,6.893755193283235E-4
410,0.001079890340615675
411,5.750383808811113E-4
412,0.0017092851647967178
413,0.0012080019517959463
414,8.254720074647343E-4
415,0.0010032426301328876
416,6.759707624627367E-4
417,4.6146675073032584E-4
418,0.0010194993839817462
419,4.000682190688136E-4
420,7.189866078839491E-4
421,7.664212294200527E-4
422,9.053731851545457E-4
423,0.0010373270817953654
424,0.0015972329779745209
425,0.001065534065300435
426,0.0011115920080986552
427,0.0023269774284405695
428,3.6980900736882676E-4
429,9.265571094734637E-4
430,0.001525842705838773
431,6.40539720411534E-4
432,6.943563542110842E-4
433,0.001186906379350534
434,0.001060403048816318
435,0.0018937407075728303
436,0.001226590873733116
437,5.258561364591326E-4
438,0.0012619221946530055
439,0.0010768439509222822
440,0.0013632393550568453
441,0.0015074197032657716
442,0.001130614937319502
443,0.0013736311671288532
444,8.61094582594179E-4
445,0.0014662623236835657
446,6.198507309787486E-4
447,0.0018500966032525784
448,8.020697140559564E-4
449,2.998983048180584E-4
450,6.107765139712876E-4
451,4.75570386143523E-4
452,2.7324014076747304E-4
453,0.001081921468779603
454,7.97502946742213E-4
455,7.422654005939917E-4
456,5.510402453679725E-4
457,1.9247280556022552E-4
458,6.85333885281774E-4
459,0.0011046792981226452
460,6.878255810373368E-4
461,0.001918045933080948
462,0.0015463393935407637
463,6.298291126865339E-4
464,0.0011796246753085588
465,5.352400305052457E-4
466,0.0011002204356643417
467,8.775842098791582E-4
468,0.0017475395450073713
469,9.323165655504522E-4
470,0.001138781335025402
471,0.0012377590066287671
472,8.722771647253036E-4
473,3.661946321465416E-4
474,6.087428499567695E-4
475,7.474746245888813E-4
476,5.692720247133692E-4
477,0.0013760874306958425
478,6.538817542283111E-4
479,7.736205183209668E-4
480,4.7270377506652966E-4
481,0.0011714670223106972
482,0.0010397308815262348
483,0.001065236777404921
484,8.29319039742015E-4
485,0.0011827560031809742
486,0.001067358839298518
487,4.163703602755388E-4
488,0.0010850010077919992
489,6.827324904170417E-4
490,0.0016904396263287273
491,4.960787911182899E-4
492,8.286945748090232E-4
493,0.0013781652683007666
494,4.921082401501747E-4
495,3.4919981021894534E-4
496,4.414966907105172E-4
497,0.0014920292960002451
498,6.558664246928065E-4
499,0.0010817597209098618
500,1.8379492414631046E-4
501,9.27526246271433E-4
502,0.0011283007124026512
503,0.0014753338927668007
504,5.331026267894224E-4
505,0.0014991460679290261
506,7.963184026813615E-4
507,0.0015654450582721087
508,7.765568968796467E-4
509,0.0010308447587599077
510,5.872684296617016E-4
511,6.22447415726318E-4
512,6.751094841103299E-4
513,6.395490962714378E-4
514,8.330422300076643E-4
515,5.332867821286679E-4
516,8.15266228710072E-4
517,9.746452539166611E-4
518,0.0011743674582372025
519,4.923222304573528E-4
520,3.3939567646466004E-4
521,4.0145597300648197E-4
522,0.001466136087086131
523,0.0010576694339946252
524,7.005901379118139E-4
525,4.56751172118317E-4
526,0.001007793661197318
527,7.672257580512973E-4
528,6.062887248874952E-4
529,6.066436518636072E-4
530,8.58719626354949E-4
531,9.581250188301821E-4
532,1.5000000000000001E-4
533,4.6835959619487147E-4
534,5.998255661248443E-4
535,0.0012466701155004253
536,6.763424472499164E-4
537,8.98557343547231E-4
538,7.604780068886757E-4
539,8.460520964333954E-4
540,9.501598710242309E-4
541,6.320367959017145E-4
542,0.0015888767806279428
543,0.0011378352222299079
544,9.561900154719232E-4
545,0.0010398146292022415
546,0.0014572456630507634
547,0.0010954101840174545
548,8.731344453099182E-4
549,9.514625236726338E-4
550,3.8821799446700587E-4
551,0.001283909592744568
552,6.425746682249407E-4
553,7.868562505724409E-4
554,0.0012960445858423352
555,0.0010525208261184529
556,0.0011953364981394058
557,9.95942294976424E-4
558,4.6940962126469394E-4
559,6.199251996753838E-4
560,8.210238850179862E-4
561,6.96407336555505E-4
562,8.291341330149277E-4
563,4.904472044520839E-4
564,3.596172131295593E-4
565,0.001196036853164357
566,5.197825900219963E-4
567,9.974110020469825E-4
568,0.0010440497864314302
569,9.376109657742894E-4
570,5.827310065095808E-4
571,0.0011915580567055696
572,0.001215424375960948
573,5.758635609941654E-4
574,8.343036309940062E-4
575,9.162150164777277E-4
576,8.22351355101519E-4
577,8.661386182595252E-4
578,5.953971039000312E-4
579,9.96548218108697E-4
580,0.0013150122399547635
581,4.577540465811069E-4
582,1.8876895360381407E-4
583,0.0011405154590372665
584,3.8298263643191447E-4
585,0.0012286220477476229
586,6.293054769337164E-4
587,0.0015268548507566047
588,5.512583087502293E-4
589,0.0013996453850555984
590,0.0012098981242541643
591,5.351033142215618E-4
592,9.611595554152234E-4
593,6.023557219785582E-4
594,8.619363193742189E-4
595,4.32745350889602E-4
596,6.90572497586706E-4
597,6.206024925134856E-4
598,0.0011133370358100104
599,7.568070423133297E-4
600,9.033004682971751E-4
601,0.0012069087556571424
602,9.328832381055915E-4
603,0.0014647130450660567
604,6.25219682143157E-4
605,0.0011019772874615989
606,0.0011568181831844598
607,9.410870625438108E-4
608,6.971590420971075E-4
609,0.0020258961875114735
610,4.2912536745967004E-4
611,4.8734955533299713E-4
612,5.532834525385931E-4
613,8.741873350309729E-4
614,6.322459534314108E-4
615,7.641181201239924E-4
616,0.0011018501761022256
617,2.9352960856342757E-4
618,0.001699959322556972
619,3.9381460373336916E-4
620,8.350338775574922E-4
621,8.057462070931262E-4
622,8.2650326944432E-4
623,9.568470759636556E-4
624,7.212925051298046E-4
625,1.84697445020257E-4
626,0.001261170499992302
627,2.703150222465871E-4
628,8.212882889053975E-4
629,0.0011555554835777568
630,0.0012940698460904019
631,7.572531727983575E-4
632,0.0025686796603940692
633,0.0014772550265295177
634,7.530198441106921E-4
635,9.956565548756157E-4
636,0.0011141197331247636
637,8.651361810998424E-4
638,6.868883546109364E-4
639,8.67999016342793E-4
640,9.151376055990892E-4
641,0.002933987511440534
642,4.0119185270135865E-4
643,0.003302280404701378
644,6.076569466986057E-4
645,0.0015181245142073306
646,6.119073050717826E-4
647,0.0014738795017511367
648,9.563005278371519E-4
649,9.178919837653812E-4
650,0.0011136830475873476
651,0.002011398855896216
652,8.526568304236706E-4
653,6.478536423912454E-4
654,9.685992668854773E-4
655,0.001378986214412185
656,0.0013327290063568857
657,0.001608525511351566
658,0.001314085897846127
659,7.32688308233755E-4
660,2.77653123909717E-4
661,0.0016291583570193498
662,0.0011296905447329977
663,0.0014044256844181753
664,5.031072161268387E-4
665,0.0011280073641834485
666,5.650220575559173E-4
667,0.001140533710966944
668,9.396980533048796E-4
669,4.14563880252723E-4
670,9.432081355021879E-4
671,0.0015300034252246713
672,0.0012298676648898486
673,8.134534616998979E-4
674,0.0011685607689317788
675,6.832380024014261E-4
676,8.028375993246518E-4
677,6.932763297234192E-4
678,0.0018769921055336208
679,0.0013432980092338317
680,0.0012250652927425071
681,0.0012406211293443659
682,0.0013535238078436335
683,4.4387826794068037E-4
684,0.0015243644556298807
685,0.0010660351045471653
686,8.906727096767749E-4
687,0.0011160831259021723
688,0.001295444923101329
689,0.0010843112307135935
690,6.340497667706422E-4
691,5.379817816227274E-4
692,0.0012385633582204468
693,0.0010127816247693076
694,8.258305116595927E-4
695,3.8600172023809146E-4
696,4.1311363940619813E-4
697,8.458012578243678E-4
698,7.275769736094662E-4
699,0.0014446880802478827
700,6.422716117081403E-4
701,4.2522942489735477E-4
702,0.0014998550105143561
703,7.205195123687715E-4
704,3.8832691818363425E-4
705,0.0012716399331761034
706,0.0014177985993856685
707,5.931284811985708E-4
708,7.244240572925954E-4
709,9.563523681497857E-4
710,2.144938805223948E-4
711,0.0011147240282202858
712,5.755483343304189E-4
713,8.431994632098256E-4
714,0.001749757731342225
715,6.509510364014343E-4
716,4.0875788078430014E-4
717,3.114033870610024E-4
718,2.0612549981794743E-4
719,0.0010275379751572458
720,8.395642065067324E-4
721,0.001309031189157961
722,6.087789991184765E-4
723,3.611774887259468E-4
724,0.0014179425026139792
725,9.597581951425866E-4
726,4.4750375912863455E-4
727,8.821920342911788E-4
728,8.626247785023629E-4
729,0.0010522523254842772
730,0.0012142979167574985
731,9.390087357986853E-4
732,0.002008555791730117
733,0.0017757852276391445
734,4.373778892146294E-4
735,5.4460462888569E-4
736,8.247023278788709E-4
737,0.0010356182052269338
738,0.0010051114871984176
739,7.576884363180091E-4
740,7.748449790714233E-4
741,5.931207810399754E-4
742,1.5000000000000001E-4
743,7.70544831408776E-4
744,0.001044369504866347
745,0.0011129249923322465
746,7.983414824675622E-4
747,8.54623101938986E-4
748,0.0012533529996000465
749,4.3827090105059307E-4
750,9.009454162466267E-4
751,7.84965737475001E-4
752,6.720492566913721E-4
753,9.003696850974278E-4
754,0.001127045684698872
755,0.001732075520664283
756,0.0010842849440357008
757,6.293115839725885E-4
758,0.0010978553519220165
759,8.760931752714314E-4
760,0.0010086843944428164
761,7.196879519449762E-4
762,0.0012810110354546053
763,8.294858941593071E-4
764,7.81915250644864E-4
765,0.0010204486975007522
766,8.710488022052171E-4
767,4.7620286847211194E-4
768,0.0013247495828037767
769,2.972512773069014E-4
770,4.4818263498098656E-4
771,0.0013313572554664952
772,7.648159728821642E-4
773,0.0010379594524794011
774,5.483564186057445E-4
775,0.0013318761491302857
776,3.5472521098159023E-4
777,6.648044527177099E-4
778,0.0017649304656545712
779,9.143808897309204E-4
780,0.0016536365223685469
781,0.0012042659465113573
782,8.029914174577144E-4
783,0.001151954540144981
784,6.464271212971087E-4
785,7.021355389969967E-4
786,9.85545865650866E-4
787,0.002284848644560099
788,0.0015339286069899925
789,0.0014554175327093333
790,9.10361340205068E-4
791,4.1309579907845015E-4
792,9.344951073362408E-4
793,7.682262016298462E-4
794,0.0013484800462122942
795,0.0015922926194901022
796,5.578992566013549E-4
797,6.691957378345412E-4
798,0.0018059540578391634
799,0.0013790657798078449
800,0.0017056491728139563
801,0.0011189169929939644
802,4.356862232948274E-4
803,0.0017953844834995363
804,8.375179200191942E-4
805,2.6972642361552533E-4
806,8.586396883181347E-4
807,3.9600168000974154E-4
808,0.0010488093656504862
809,2.782659674076934E-4
810,6.489194444576958E-4
811,4.2529875892674974E-4
812,0.0013498332315432125
813,0.0013186386445510746
814,9.509416942900624E-4
815,0.0016041944952042981
816,6.727490547444947E-4
817,4.2040136002512916E-4
818,0.0014048846948380087
819,5.732831345349147E-4
820,3.673847119006086E-4
821,8.579555768738923E-4
822,0.0011422956831557008
823,7.077354247706818E-4
824,2.783111399751938E-4
825,0.0011438137314871524
826,0.0011062004822222746
827,4.2117958737427545E-4
828,3.902211785289418E-4
829,9.792934164684765E-4
830,0.0011807038984647067
831,0.0020804642782987614
832,0.001552156841596493
833,5.811358797999935E-4
834,0.0013654272393394
835,3.1172781817178784E-4
836,0.0013012334798895048
837,7.834478449611336E-4
838,0.0022463520256078666
839,9.501833716462554E-4
840,4.5738046268735025E-4
841,7.193410234071395E-4
842,0.0012139742482952978
843,4.833678849769478E-4
844,8.776006463979092E-4
845,0.001130969480704016
846,7.742792706715979E-4
847,0.0015685233677346139
848,9.796545961501847E-4
849,5.802705129463488E-4
850,0.0010258094827647157
851,9.615271867120816E-4
852,4.289694154742967E-4
853,9.92620926334537E-4
854,0.0014779867926099236
855,5.16811507427654E-4
856,9.731216989879284E-4
857,0.0011130825379811965
858,7.583793669017274E-4
859,7.243144301024031E-4
860,8.424307235544537E-4
861,8.921597104177791E-4
862,6.198918680246984E-4
863,9.168532769224468E-4
864,5.851453875212677E-4
865,0.0013571597233371167
866,9.232411993281217E-4
867,0.001833295630237998
868,0.001459190841989044
869,0.0011522056791490951
870,7.218472512640283E-4
871,4.009555781495049E-4
872,0.001430857699018932
873,0.001086772587742803
874,0.0015648241787126278
875,8.276128073012719E-4
876,9.972934707889848E-4
877,0.0010845425885204285
878,8.643472906327095E-4
879,0.0010216689917335257
880,0.001277999774874614
881,0.0010656919076301446
882,7.613634677172601E-4
883,4.142083762589445E-4
884,0.0010567929579680623
885,5.590058587914629E-4
886,9.697469602622694E-4
887,4.499056748033335E-4
888,3.697253906126022E-4
889,0.0025056031985645146
890,0.0010766092100872786
891,7.90372308282905E-4
892,4.0665530265481756E-4
893,4.93223953618019E-4
894,9.758010330012598E-4
895,2.8236271811310303E-4
896,2.2167538769956454E-4
897,0.0011688474584257166
898,0.0013317196020786349
899,0.0011038837116216199
900,9.92515576403449E-4
901,5.934783659973031E-4
902,0.0011278394798271646
903,4.065224025599312E-4
904,6.852835520874316E-4
905,7.235195773548689E-4
906,0.0013449132127821316
907,0.0010889322817957464
908,7.966260589509833E-4
909,0.0011524472888414488
910,0.0013305833845276517
911,9.030068827419394E-4
912,4.4335817104095227E-4
913,8.516974464339389E-4
914,0.0012992744014807987
915,0.001038321884555754
916,0.0010231409984193635
917,7.77929615878769E-4
918,6.78640967801356E-4
919,5.374862028311794E-4
920,0.0013437108723738983
921,9.888188951105666E-4
922,9.083629246821956E-4
923,0.0018656505064351594
924,0.0016516962014347727
925,6.63609151927338E-4
926,5.777018791610693E-4
927,0.0010751428940126036
928,6.327220309685036E-4
929,6.060440619465694E-4
930,6.070716377101069E-4
931,3.989153194452974E-4
932,5.393885839679998E-4
933,0.0014728759943095871
934,0.0017936119067865535
935,6.695960550856341E-4
936,0.001080110516786321
937,9.199682939625856E-4
938,0.0020172320028764724
939,0.001428413794895472
940,0.0011254001861918449
941,3.811354184963697E-4
942,4.104948027551027E-4
943,0.001714623635103757
944,7.811703606656113E-4
945,0.0011311311371831972
946,0.0015451714847327489
947,0.0011926742128880938
948,3.182199329301623E-4
949,6.736546852274388E-4
950,3.4984150634234754E-4
951,7.707980400720336E-4
952,0.0011551729288893928
953,0.00131002016255409
954,2.63911632759382E-4
955,8.987495944492788E-4
956,9.865693238697807E-4
957,0.0011729073324035068
958,8.351936997487243E-4
959,7.645153189934374E-4
960,0.0012445501040049128
961,8.936470360712987E-4
962,8.334612432793865E-4
963,0.0010987650321784086
964,4.987739455697363E-4
965,6.374413140493287E-4
966,4.806153337270077E-4
967,9.745438348300637E-4
968,3.3243721688760536E-4
969,9.760877750371979E-4
970,8.866124427664247E-4
971,6.864149575746066E-4
972,6.838713105188209E-4
973,1.5000000000000001E-4
974,0.0020608286210862907
975,3.5704239185390025E-4
976,7.24555205127001E-4
977,7.782842782691544E-4
978,7.514937215823625E-4
979,9.795734937094243E-4
980,0.0010542239578739236
981,7.97686957954824E-4
982,0.0014632167710137553
983,1.5000000000000001E-4
984,7.837146958198459E-4
985,0.002253635451805088
986,8.432398550162658E-4
987,0.0016546384564756372
988,7.240662581675884E-4
989,0.0024102993979197586
990,2.6327867895395397E-4
991,5.705943576279362E-4
992,0.0017760855445318681
993,0.0010929832944946065
994,5.889409925246835E-4
995,7.720023831731812E-4
996,0.0010089991546480624
997,1.84697445020257E-4
998,0.0011618933742121975
999,0.0023317808320494817
